arm_id,arm_data_ini,arm_data_fin,arm_altezza,arm_lunghezza_sbraccio,arm_numero_lampade,arm_lmp_potenza_nominale,tar_cod,tar_descr,tmo_id,tpo_cod,tpo_descr,sgn_id,sgn_data_inserimento,tcs_id,tcs_descr,tci_id,tci_descr,latitudine,longitudine,giorni_vita_attuale,prob_guasto_entra_60gg
1193153,2025-04-01,13/2/2026,1200.0,20.0,1.0,110.0,AS,Armatura stradale,2429.0,SB,Sbraccio su palo,,,,,,,41.81140125651103,12.453718337685196,325,36.97
160754,2018-09-18,13/2/2026,820.0,0.0,1.0,43.0,AS,Armatura stradale,358.0,TP,Testapalo,,,,,,,41.87612936471461,12.67427523111957,2712,53.67
1183812,2025-01-01,13/2/2026,320.0,0.0,1.0,28.0,AU,Arredo urbano,1745.0,TP,Testapalo,,,,,,,41.86769461981547,12.379163927893243,415,30.13
1192641,2025-04-01,13/2/2026,900.0,20.0,1.0,61.0,AS,Armatura stradale,2443.0,SB,Sbraccio su palo,,,,,,,41.88382438232936,12.6059636817562,325,39.37
1272236,2026-01-01,13/2/2026,700.0,0.0,1.0,18.0,AS,Armatura stradale,1379.0,TP,Testapalo,,,,,,,41.87657786549777,12.52897763411901,50,43.56
278005,2016-10-17,13/2/2026,0.0,0.0,1.0,150.0,AS,Armatura stradale,1241.0,TP,Testapalo,,,,,,,41.99949189962209,12.5722088053485,3413,48.34
923123,2023-01-01,13/2/2026,900.0,0.0,1.0,150.0,AS,Armatura stradale,2959.0,TP,Testapalo,,,,,,,41.96642995330332,12.409279875760284,1146,48.05
170680,2018-09-18,13/2/2026,0.0,0.0,1.0,58.0,PL,Plafoniera,549.0,MU,A muro o parete,,,,,,,41.7232021480301,12.523164263268686,2712,18.22
484360,2020-01-01,13/2/2026,500.0,0.0,1.0,150.0,PR,Proiettore,601.0,SF,Soffitto,,,,,,,41.96899163427244,12.435481862815998,2242,34.08
913852,2022-01-01,13/2/2026,0.0,0.0,1.0,22.0,AU,Arredo urbano,1344.0,TP,Testapalo,,,,,,,41.839802836767774,12.319627175585657,1511,41.97
867110,2022-01-01,13/2/2026,600.0,0.0,1.0,28.0,AS,Armatura stradale,2781.0,TP,Testapalo,,,,,,,41.896602449659056,12.495196335806716,1511,50.07
1178807,2025-01-01,13/2/2026,500.0,0.0,1.0,15.0,AS,Armatura stradale,2089.0,TP,Testapalo,,,,,,,41.87715088602654,12.539319894603032,415,42.94
943506,2023-01-01,13/2/2026,0.0,0.0,1.0,40.0,AU,Arredo urbano,776.0,TP,Testapalo,,,,,,,42.032869560386345,12.340709724190122,1146,39.35
630255,2020-11-01,13/2/2026,0.0,150.0,1.0,100.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.80846858212932,12.473099080651,1937,37.91
1243569,2025-06-01,13/2/2026,800.0,100.0,1.0,50.0,AS,Armatura stradale,2065.0,SB,Sbraccio su palo,,,,,,,42.083071760952926,12.34638229524413,264,45.01
939886,2023-01-01,13/2/2026,0.0,0.0,1.0,48.0,AS,Armatura stradale,358.0,TP,Testapalo,,,,,,,41.887390653783314,12.518797208186331,1146,34.01
173706,2018-09-30,13/2/2026,900.0,200.0,1.0,100.0,AS,Armatura stradale,66.0,SB,Sbraccio su palo,,,,,,,42.0317143811917,12.329815572044703,2700,66.0
898789,2022-01-01,13/2/2026,950.0,400.0,1.0,100.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.91764258853525,12.4456866197072,1511,48.51
1055168,2022-01-01,13/2/2026,400.0,0.0,1.0,19.0,AU,Arredo urbano,1745.0,TP,Testapalo,,,,,,,42.005784130885104,12.441609603874662,1511,37.22
327752,2016-12-02,13/2/2026,0.0,0.0,1.0,100.0,NN,Non noto,261.0,NN,Non noto,,,,,,,41.93634589604659,12.464899362878151,3367,55.0
1207423,2025-08-01,13/2/2026,700.0,0.0,1.0,150.0,AS,Armatura stradale,2065.0,SB_DR,Sbraccio attacco dritto,,,,,,,41.75577481217884,12.354349186841834,203,39.93
1129451,2025-01-01,13/2/2026,600.0,100.0,1.0,25.0,LA,Lanterna artistica ,2065.0,ME,Mensola,,,,,,,41.83324300791344,12.461053731882538,415,43.95
164634,2018-09-18,13/2/2026,800.0,0.0,1.0,43.0,AS,Armatura stradale,358.0,SB,Sbraccio su palo,,,,,,,41.86486190386367,12.43766722866875,2712,53.41
697896,2022-01-01,13/2/2026,20.0,0.0,1.0,20.0,PL,Plafoniera,189.0,IN,Incassato,,,,,,,41.95204127055235,12.382911933608987,1511,38.5
1105273,2024-01-01,13/2/2026,400.0,0.0,1.0,25.0,AU,Arredo urbano,2177.0,TP,Testapalo,,,,,,,41.88344185858513,12.517143067769236,781,43.25
933420,2020-01-01,13/2/2026,0.0,150.0,1.0,41.0,AS,Armatura stradale,1803.0,SB,Sbraccio su palo,,,,,,,41.73841189542574,12.253105777791664,2242,45.41
1077748,2023-11-01,13/2/2026,500.0,0.0,1.0,100.0,SF,Sfera,2065.0,,,,,,,,,41.85672531412351,12.421771489784986,842,42.37
1045314,2019-01-01,13/2/2026,930.0,270.0,1.0,37.0,AS,Armatura stradale,1941.0,SB,Sbraccio su palo,,,,,,,41.89224593253947,12.680607215190951,2607,60.23
479613,2020-01-01,13/2/2026,800.0,250.0,1.0,100.0,AS,Armatura stradale,7.0,SB,Sbraccio su palo,,,,,,,41.916815490299086,12.758599669976697,2242,78.34
894517,2022-05-01,13/2/2026,450.0,30.0,1.0,32.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.93959941621644,12.317580711004007,1391,43.18
1133832,2024-01-01,13/2/2026,800.0,150.0,1.0,25.0,AS,Armatura stradale,3360.0,SB_DR,Sbraccio attacco dritto,,,,,,,41.88904417290917,12.30201412640608,781,48.79
993536,2023-07-01,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.73918067407883,12.462981849343816,965,43.28
948250,2022-02-01,13/2/2026,350.0,0.0,1.0,21.0,AU,Arredo urbano,1813.0,TP,Testapalo,,,,,,,41.95509599283424,12.482022371650794,1480,46.63
750460,2022-01-01,13/2/2026,1000.0,0.0,1.0,21.0,AS,Armatura stradale,2259.0,TP,Testapalo,,,,,,,41.91060447369814,12.392450699413835,1511,55.92
935658,2023-01-01,13/2/2026,0.0,0.0,1.0,52.4,AU,Arredo urbano,3062.0,TP,Testapalo,,,,,,,41.74420317867282,12.471579787091054,1146,38.91
1297276,2026-01-26,13/2/2026,850.0,250.0,,36.0,AS,Armatura stradale,4768.0,SB,Sbraccio su palo,,,,,,,41.81339502576344,12.53218013367272,25,44.85
1293194,2026-01-01,13/2/2026,800.0,0.0,1.0,25.0,AS,Armatura stradale,1362.0,TP,Testapalo,,,,,,,41.855863558988574,12.435321248611489,50,44.68
694679,2022-01-01,13/2/2026,400.0,0.0,1.0,70.0,AU,Arredo urbano,189.0,TP,Testapalo,,,,,,,41.91700821708716,12.384256380452308,1511,41.87
1195184,2025-04-01,13/2/2026,900.0,20.0,1.0,49.0,AS,Armatura stradale,2417.0,SB,Sbraccio su palo,,,,,,,42.0691781897637,12.365182207273222,325,46.78
401134,2019-08-06,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,613.0,TP,Testapalo,,,,,,,41.89247593850188,12.589422431802836,2390,32.53
1278252,2026-01-01,13/2/2026,700.0,0.0,1.0,25.0,AS,Armatura stradale,4683.0,TP,Testapalo,,,,,,,41.79283887416758,12.329636406437544,50,43.33
1255890,2026-01-01,13/2/2026,800.0,0.0,1.0,37.0,AS,Armatura stradale,1379.0,TP,Testapalo,,,,,,,41.76317368759126,12.548383675379185,50,44.28
457225,2020-01-01,13/2/2026,300.0,10.0,1.0,18.0,PL,Plafoniera,612.0,MU,A muro o parete,,,,,,,41.82483251960327,12.47440356700619,2242,38.12
993499,2023-07-01,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.86989713740318,12.420029613129444,965,43.28
691786,2022-01-01,13/2/2026,800.0,20.0,1.0,250.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.73483631823904,12.366179476282412,1511,41.95
917884,2023-01-01,13/2/2026,400.0,0.0,1.0,39.0,AU,Arredo urbano,2980.0,TP,Testapalo,,,,,,,41.817268273986464,12.439934053289198,1146,44.8
1098136,2024-10-21,13/2/2026,900.0,120.0,1.0,37.5,AS,Armatura stradale,3718.0,SB,Sbraccio su palo,,,,,,,41.72603185436781,12.50363793186002,487,48.09
461115,2020-01-01,13/2/2026,900.0,0.0,1.0,50.0,AS,Armatura stradale,550.0,TP,Testapalo,,,,,,,41.845836767220206,12.550861470503348,2242,53.02
1200147,2025-04-01,13/2/2026,900.0,300.0,1.0,34.0,AS,Armatura stradale,2406.0,SB,Sbraccio su palo,,,,,,,41.90465310979018,12.481854231876964,325,47.29
733160,2022-01-01,13/2/2026,400.0,50.0,1.0,28.0,AU,Arredo urbano,3227.0,SB,Sbraccio su palo,,,,,,,41.75541799022263,12.37044464420236,1511,47.26
909204,2022-05-01,13/2/2026,550.0,0.0,1.0,100.0,AU,Arredo urbano,225.0,SB,Sbraccio su palo,,,,,,,42.06151998631192,12.486263955574522,1391,40.29
647353,2020-11-01,13/2/2026,1200.0,0.0,1.0,250.0,AS,Armatura stradale,66.0,TP,Testapalo,,,,,,,41.99596058969323,12.544237203144894,1937,60.97
185592,2019-06-06,13/2/2026,0.0,0.0,1.0,14.5,AS,Armatura stradale,1317.0,NN,Non noto,,,,,,,41.84910034982702,12.55031459181591,2451,47.51
856691,2022-10-01,13/2/2026,800.0,1.0,1.0,100.0,NN,Non noto,189.0,SB,Sbraccio su palo,,,,,,,41.94255654586021,12.466916485267925,1238,44.85
1020683,2023-01-01,13/2/2026,0.0,100.0,1.0,21.0,AS,Armatura stradale,2270.0,SB,Sbraccio su palo,,,,,,,41.904272462505325,12.448702015739553,1146,40.02
1040567,2024-03-01,13/2/2026,0.0,50.0,1.0,40.0,LA,Lanterna artistica ,189.0,ME_PO,Mensola attacco portato,,,,,,,41.86570668123908,12.489768933750666,721,33.42
412838,2019-11-04,13/2/2026,600.0,0.0,1.0,150.0,SF,Sfera,189.0,TP,Testapalo,,,,,,,41.80054506547986,12.546509315314124,2300,46.54
1291587,2026-01-01,13/2/2026,800.0,0.0,1.0,36.5,AS,Armatura stradale,1362.0,SB,Sbraccio su palo,,,,,,,41.72396131460399,12.35070160589664,50,44.29
1043848,2019-01-01,13/2/2026,800.0,200.0,1.0,52.0,AS,Armatura stradale,1941.0,SB,Sbraccio su palo,,,,,,,41.86455560279995,12.692502399102892,2607,58.02
970977,2023-07-10,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,941.0,TP,Testapalo,,,,,,,41.90775567302895,12.465188398448834,956,47.23
315512,2016-12-02,13/2/2026,0.0,0.0,1.0,73.0,NN,Non noto,124.0,NN,Non noto,,,,,,,41.94514242471308,12.563555577746872,3367,50.51
1076925,2023-11-01,13/2/2026,900.0,0.0,1.0,150.0,AS,Armatura stradale,2065.0,,,,,,,,,41.82522824460374,12.485965882107765,842,46.3
1268461,2026-01-01,13/2/2026,800.0,0.0,1.0,26.0,AS,Armatura stradale,2297.0,TP,Testapalo,,,,,,,41.81568925774433,12.629425467688629,50,44.65
1192766,2025-04-01,13/2/2026,800.0,75.0,1.0,25.0,AS,Armatura stradale,2402.0,SB,Sbraccio su palo,,,,,,,42.04432588544108,12.567267141883264,325,46.2
1176357,2025-07-01,13/2/2026,750.0,0.0,1.0,35.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.86678439688604,12.632975284740557,234,40.71
903447,2022-01-01,13/2/2026,900.0,0.0,1.0,100.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.8056307737372,12.559544133863742,1511,47.81
969711,2023-01-01,13/2/2026,850.0,100.0,1.0,65.0,AS,Armatura stradale,3360.0,SB,Sbraccio su palo,,,,,,,41.89249284937035,12.477444598588654,1146,50.24
740423,2022-05-13,13/2/2026,350.0,0.0,1.0,40.5,AU,Arredo urbano,776.0,TP,Testapalo,,,,,,,41.81626121617564,12.34804277728166,1379,45.38
1192493,2025-04-01,13/2/2026,0.0,0.0,1.0,20.0,AS,Armatura stradale,2403.0,TP,Testapalo,,,,,,,41.88263224510424,12.498976362802706,325,35.9
1222447,2025-06-01,13/2/2026,900.0,30.0,1.0,50.0,AS,Armatura stradale,2065.0,PI,Pipetta,,,,,,,41.7710577856859,12.290247356068958,264,46.4
1272988,2026-01-01,13/2/2026,700.0,0.0,1.0,33.0,AS,Armatura stradale,4683.0,TP,Testapalo,,,,,,,41.82887639446135,12.541938979826329,50,43.06
1118482,2024-01-01,13/2/2026,1000.0,0.0,1.0,150.0,AS,Armatura stradale,2.0,PI,Pipetta,,,,,,,41.73969120294056,12.357128475544116,781,53.61
638737,2020-11-01,13/2/2026,1200.0,150.0,1.0,100.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.76676202489656,12.370316539888124,1937,54.29
487558,2020-01-01,13/2/2026,1000.0,0.0,1.0,150.0,AS,Armatura stradale,8.0,TP,Testapalo,,,,,,,41.86333009230668,12.6626144071102,2242,72.7
697303,2022-01-01,13/2/2026,400.0,0.0,1.0,70.0,AU,Arredo urbano,189.0,TP,Testapalo,,,,,,,41.91363624054617,12.688313585222112,1511,41.87
751570,2022-01-01,13/2/2026,1000.0,0.0,1.0,98.0,AS,Armatura stradale,2257.0,TP,Testapalo,,,,,,,41.96625086099132,12.51419225491563,1511,53.33
1115935,2025-01-01,13/2/2026,0.0,30.0,1.0,90.0,AS,Armatura stradale,122.0,PI,Pipetta,,,,,,,42.041155791174056,12.557450504522414,415,33.92
740514,2022-05-13,13/2/2026,400.0,0.0,1.0,50.0,AS,Armatura stradale,722.0,TP,Testapalo,,,,,,,41.85603140000078,12.515042931966011,1379,45.74
1171397,2025-01-01,13/2/2026,600.0,0.0,1.0,70.0,AS,Armatura stradale,215.0,TP,Testapalo,,,,,,,41.908319384498455,12.67256594665311,415,42.41
851529,2022-01-01,13/2/2026,700.0,0.0,1.0,56.0,AS,Armatura stradale,2208.0,TP,Testapalo,,,,,,,41.863983695734106,12.552464891985252,1511,50.52
1146047,2025-01-01,13/2/2026,800.0,0.0,1.0,25.0,AS,Armatura stradale,4096.0,SB,Sbraccio su palo,,,,,,,41.85328269707145,12.496920907981725,415,46.71
1221583,2025-04-01,13/2/2026,350.0,0.0,1.0,41.0,AU,Arredo urbano,1745.0,TP,Testapalo,,,,,,,41.894230761083264,12.624670474031932,325,29.67
469381,2020-01-01,13/2/2026,600.0,400.0,1.0,30.0,AS,Armatura stradale,774.0,SB,Sbraccio su palo,,,,,,,41.7989123804903,12.58555589562324,2242,54.11
1213956,2025-01-01,13/2/2026,1150.0,0.0,1.0,10.0,PL,Plafoniera,2065.0,NN,Non noto,,,,,,,41.9489447048003,12.383072710831032,415,52.11
635168,2020-11-01,13/2/2026,1200.0,0.0,1.0,150.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,42.02118939342523,12.504369941414492,1937,52.69
951595,2022-02-01,13/2/2026,550.0,0.0,1.0,30.5,AU,Arredo urbano,1813.0,TP,Testapalo,,,,,,,41.90452261952949,12.437314807654776,1480,49.1
1214215,2025-01-01,13/2/2026,400.0,100.0,1.0,100.0,LA,Lanterna artistica ,2065.0,NN,Non noto,,,,,,,41.835772160032384,12.468175128934014,415,38.69
1071195,2012-07-01,13/2/2026,0.0,0.0,1.0,70.0,AU,Arredo urbano,189.0,SB,Sbraccio su palo,,,,,,,41.84206837250067,12.60052534735587,4982,54.07
480069,2020-01-01,13/2/2026,450.0,50.0,1.0,40.0,AU,Arredo urbano,1622.0,SB,Sbraccio su palo,,,,,,,42.04878151546472,12.413185090963225,2242,51.69
1245414,2025-06-01,13/2/2026,800.0,150.0,1.0,27.7,AS,Armatura stradale,1051.0,SB,Sbraccio su palo,,,,,,,41.87448790288875,12.541234850925724,264,45.77
312811,2016-12-02,13/2/2026,0.0,0.0,1.0,100.0,AU,Arredo urbano,144.0,NN,Non noto,,,,,,,41.89262176703647,12.675720949659697,3367,57.5
1200472,2025-04-01,13/2/2026,900.0,0.0,1.0,61.0,AS,Armatura stradale,2443.0,TP,Testapalo,,,,,,,41.84903680666227,12.603833227719718,325,39.37
1127357,2025-01-01,13/2/2026,0.0,0.0,1.0,70.0,AS,Armatura stradale,8.0,,,,,,,,,41.90540754774365,12.502265587391015,415,53.87
701503,2022-01-01,13/2/2026,400.0,50.0,1.0,27.0,AU,Arredo urbano,372.0,SB,Sbraccio su palo,,,,,,,41.92971882784406,12.596603013492512,1511,47.29
1232646,2025-01-01,13/2/2026,800.0,0.0,1.0,35.0,AS,Armatura stradale,2089.0,TP,Testapalo,,,,,,,41.93726053611549,12.586269900411578,415,46.37
163393,2018-09-18,13/2/2026,0.0,0.0,1.0,70.0,PR,Proiettore,276.0,MU,A muro o parete,,,,,,,41.84354635403768,12.710663711858382,2712,47.05
694756,2022-01-01,13/2/2026,400.0,0.0,1.0,70.0,SF,Sfera,189.0,TP,Testapalo,,,,,,,41.85067028186373,12.4856920323337,1511,41.87
478850,2020-01-01,13/2/2026,800.0,0.0,1.0,40.0,AS,Armatura stradale,1051.0,TP,Testapalo,,,,,,,41.91413599248266,12.611294920591568,2242,56.52
706294,2022-01-01,13/2/2026,850.0,200.0,1.0,57.0,AS,Armatura stradale,722.0,SB,Sbraccio su palo,,,,,,,41.92530512040226,12.390914561498091,1511,52.6
917586,2023-01-01,13/2/2026,700.0,0.0,1.0,100.0,AS,Armatura stradale,100.0,,,,,,,,,41.92423279469012,12.387484966890003,1146,46.91
981246,2023-01-01,13/2/2026,500.0,20.0,1.0,35.0,AU,Arredo urbano,3387.0,PI,Pipetta,,,,,,,41.98378718279472,12.41295745520098,1146,46.33
1146336,2025-01-01,13/2/2026,500.0,0.0,1.0,30.0,AU,Arredo urbano,4090.0,TP,Testapalo,,,,,,,41.918112789431504,12.692599357323203,415,42.43
1209360,2024-01-01,13/2/2026,700.0,0.0,1.0,30.0,AS,Armatura stradale,2089.0,TP,Testapalo,,,,,,,41.83998661472697,12.28990019953313,781,47.22
1105271,2024-01-01,13/2/2026,900.0,100.0,1.0,90.0,AS,Armatura stradale,3954.0,SB,Sbraccio su palo,,,,,,,42.06889462220266,12.356366558918124,781,47.99
997517,2023-07-01,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.88307851370564,12.533330237344543,965,43.28
1042052,2024-01-03,13/2/2026,700.0,200.0,1.0,40.0,AS,Armatura stradale,774.0,SB,Sbraccio su palo,,,,,,,41.73655611283718,12.376668895920435,779,46.86
336445,2017-01-25,13/2/2026,0.0,0.0,1.0,125.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.75302625835221,12.38619323789166,3313,44.81
1263884,2026-01-01,13/2/2026,400.0,0.0,1.0,26.0,AS,Armatura stradale,425.0,TP,Testapalo,,,,,,,41.783786589838726,12.333638803527926,50,39.35
487323,2020-01-01,13/2/2026,800.0,300.0,1.0,30.0,AS,Armatura stradale,550.0,SB,Sbraccio su palo,,,,,,,41.73455019986415,12.27989604466821,2242,52.31
503567,2020-01-01,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,613.0,TP,Testapalo,,,,,,,41.87493831891804,12.489369875563629,2242,31.67
1137802,2025-03-01,13/2/2026,800.0,0.0,1.0,55.0,AS,Armatura stradale,4085.0,TP,Testapalo,,,,,,,41.793451891873765,12.428171475913675,356,45.36
1141343,2024-09-01,13/2/2026,1000.0,0.0,1.0,100.0,AS,Armatura stradale,2065.0,,,,,,,,,41.920209717892064,12.60758994341764,537,47.66
1146186,2025-01-01,13/2/2026,800.0,0.0,1.0,65.0,AS,Armatura stradale,440.0,TP,Testapalo,,,,,,,41.79042025507126,12.4276743562382,415,53.19
1050379,2019-01-01,13/2/2026,800.0,200.0,1.0,71.0,AS,Armatura stradale,2254.0,SB,Sbraccio su palo,,,,,,,41.947706408860256,12.374471298575452,2607,57.39
1043207,2019-01-01,13/2/2026,800.0,200.0,1.0,37.0,AS,Armatura stradale,1941.0,SB,Sbraccio su palo,,,,,,,41.94252794031096,12.60293193335068,2607,58.51
550079,2018-05-31,13/2/2026,500.0,0.0,1.0,19.0,AU,Arredo urbano,624.0,TP,Testapalo,,,,,,,41.88462225168369,12.548953149985053,2822,56.19
477858,2020-01-01,13/2/2026,650.0,150.0,1.0,50.0,AS,Armatura stradale,613.0,SB,Sbraccio su palo,,,,,,,41.96303921959183,12.444008137516786,2242,30.57
1173826,2024-01-01,13/2/2026,800.0,0.0,1.0,82.4,AS,Armatura stradale,3252.0,TP,Testapalo,,,,,,,41.8167305796451,12.587841762597185,781,46.83
1259054,2026-01-01,13/2/2026,500.0,0.0,1.0,13.0,AU,Arredo urbano,2292.0,SB,Sbraccio su palo,,,,,,,41.92221295109248,12.488869740715405,50,41.09
179953,2018-09-30,13/2/2026,400.0,0.0,1.0,150.0,PR,Proiettore,573.0,MU,A muro o parete,,,,,,,41.7723422953206,12.352994494424086,2700,49.88
1060614,2024-01-01,13/2/2026,900.0,150.0,1.0,30.0,AS,Armatura stradale,3723.0,SB,Sbraccio su palo,,,,,,,41.7581725633797,12.29972392950417,781,50.03
1268983,2026-01-01,13/2/2026,600.0,0.0,1.0,26.0,AS,Armatura stradale,2297.0,TP,Testapalo,,,,,,,41.78872062469226,12.378752873408128,50,41.96
461640,2020-01-01,13/2/2026,800.0,0.0,1.0,40.0,AS,Armatura stradale,1051.0,TP,Testapalo,,,,,,,41.93240987646957,12.534527405663107,2242,56.52
628285,2020-11-01,13/2/2026,1200.0,0.0,1.0,100.0,AS,Armatura stradale,531.0,SB,Sbraccio su palo,,,,,,,41.84810550367903,12.527243980019596,1937,58.34
1049733,2019-01-01,13/2/2026,800.0,200.0,1.0,28.0,AS,Armatura stradale,749.0,SB,Sbraccio su palo,,,,,,,42.005763102556685,12.51551701962609,2607,46.68
1050974,2019-01-01,13/2/2026,800.0,200.0,1.0,37.0,AS,Armatura stradale,1941.0,SB,Sbraccio su palo,,,,,,,41.758263108380525,12.371196062668712,2607,58.51
336531,2017-01-25,13/2/2026,0.0,0.0,1.0,125.0,NN,Non noto,189.0,TP,Testapalo,,,,,,,41.87778769517136,12.452938990735708,3313,44.81
456661,2020-01-01,13/2/2026,550.0,100.0,1.0,30.0,LA,Lanterna artistica ,1619.0,ME,Mensola,,,,,,,41.81526920625595,12.392900524546496,2242,53.41
998328,2023-07-01,13/2/2026,700.0,50.0,1.0,100.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.91272821293568,12.335445468963057,965,41.89
1068710,2024-04-01,13/2/2026,250.0,0.0,1.0,14.0,SF,Sfera,2065.0,TP,Testapalo,,,,,,,42.03625767896789,12.563269262898128,690,41.12
1041662,2024-03-01,13/2/2026,0.0,30.0,1.0,50.0,AS,Armatura stradale,189.0,PI,Pipetta,,,,,,,41.83361899468888,12.594441000658213,721,33.08
946028,2023-01-01,13/2/2026,0.0,0.0,1.0,34.0,LA,Lanterna artistica ,189.0,SB,Sbraccio su palo,,,,,,,41.91996695463303,12.61077173533836,1146,35.8
1228652,2025-01-01,13/2/2026,400.0,0.0,1.0,15.4,LA,Lanterna artistica ,3226.0,TP,Testapalo,,,,,,,41.9234623820111,12.683414204896184,415,41.6
279620,2016-10-17,13/2/2026,0.0,0.0,1.0,70.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.74179885019343,12.339606420447277,3413,46.96
852691,2022-01-01,13/2/2026,800.0,0.0,1.0,56.0,AS,Armatura stradale,772.0,TP,Testapalo,,,,,,,41.73787955496798,12.362174192698143,1511,51.93
708243,2022-01-01,13/2/2026,800.0,100.0,1.0,57.0,AS,Armatura stradale,722.0,SB,Sbraccio su palo,,,,,,,41.93505446025889,12.649647577862144,1511,51.9
948227,2022-02-01,13/2/2026,1000.0,50.0,1.0,44.0,AS,Armatura stradale,1867.0,SB,Sbraccio su palo,,,,,,,41.88780915369722,12.407455780581056,1480,54.98
401435,2019-08-06,13/2/2026,800.0,0.0,1.0,250.0,AS,Armatura stradale,640.0,TP,Testapalo,,,,,,,41.89351657480688,12.700229047844433,2390,55.42
1184498,2025-01-01,13/2/2026,920.0,0.0,1.0,94.0,AS,Armatura stradale,1383.0,TP,Testapalo,,,,,,,41.76602729348597,12.37127227709578,415,46.04
904897,2022-01-01,13/2/2026,400.0,0.0,1.0,150.0,PR,Proiettore,189.0,NN,Non noto,,,,,,,41.87234155342636,12.393955059753567,1511,39.31
1130070,2025-01-01,13/2/2026,900.0,150.0,1.0,70.0,AS,Armatura stradale,2065.0,SB,Sbraccio su palo,,,,,,,41.91030021978008,12.468083727692438,415,46.57
378866,2019-07-10,13/2/2026,900.0,0.0,1.0,100.0,AS,Armatura stradale,613.0,TP,Testapalo,,,,,,,41.85096173887059,12.671896521371828,2417,33.9
1077967,2023-11-01,13/2/2026,1100.0,50.0,1.0,150.0,AS,Armatura stradale,2065.0,,,,,,,,,41.88593746391779,12.341796717470482,842,49.13
1127220,2025-01-01,13/2/2026,0.0,0.0,1.0,70.0,AS,Armatura stradale,8.0,,,,,,,,,41.84929992040171,12.421101426767793,415,53.87
473933,2020-01-01,13/2/2026,800.0,0.0,1.0,70.0,AS,Armatura stradale,1376.0,TP,Testapalo,,,,,,,41.94740401257783,12.470369564591069,2242,55.52
1285998,2025-05-01,13/2/2026,1500.0,0.0,1.0,1068.0,PR,Proiettore,189.0,ME,Mensola,,,,,,,41.96766030815603,12.278577920905432,295,35.39
1045299,2019-01-01,13/2/2026,930.0,270.0,1.0,37.0,AS,Armatura stradale,1941.0,SB,Sbraccio su palo,,,,,,,41.97003223551056,12.52675057626307,2607,60.23
652417,2020-11-01,13/2/2026,0.0,0.0,1.0,70.0,PL,Plafoniera,189.0,MU,A muro o parete,,,,,,,41.82033533152895,12.613720414384762,1937,38.88
1284631,2023-01-01,13/2/2026,300.0,0.0,1.0,17.0,AU,Arredo urbano,1745.0,TP,Testapalo,,,,,,,41.902719858802826,12.42540295945178,1146,33.96
750191,2022-01-01,13/2/2026,500.0,0.0,1.0,21.0,AS,Armatura stradale,2259.0,TP,Testapalo,,,,,,,41.85204240651985,12.51640685868236,1511,48.9
490059,2020-01-01,13/2/2026,600.0,0.0,1.0,35.0,AS,Armatura stradale,611.0,SO,Sospensione,,,,,,,41.98587735627685,12.4851675034133,2242,82.86
1119245,2024-01-01,13/2/2026,700.0,0.0,1.0,100.0,AS,Armatura stradale,157.0,TP,Testapalo,,,,,,,41.69805095944792,12.535874289080455,781,44.82
1236735,2022-01-01,13/2/2026,600.0,10.0,1.0,44.8,AS,Armatura stradale,1344.0,ME,Mensola,,,,,,,41.97905353032961,12.56445550337498,1511,49.49
1208355,2024-01-01,13/2/2026,300.0,0.0,1.0,25.0,AU,Arredo urbano,2177.0,TP,Testapalo,,,,,,,41.79239891599835,12.480800389781953,781,41.9
936698,2023-01-01,13/2/2026,0.0,0.0,1.0,48.0,AS,Armatura stradale,358.0,TP,Testapalo,,,,,,,41.770530287770086,12.476997588044604,1146,34.01
460415,2020-01-01,13/2/2026,750.0,10.0,1.0,100.0,AS,Armatura stradale,613.0,SB,Sbraccio su palo,,,,,,,41.80596109325611,12.4531781357028,2242,31.06
1123893,2024-11-01,13/2/2026,0.0,0.0,1.0,100.0,AU,Arredo urbano,4016.0,TP,Testapalo,,,,,,,41.85873846293856,12.706545441822442,476,33.87
